"SiteNumber"	"Type"	"LocationID"	"EffectiveDate"	"Region"	"DistrictOffice"	"State"	"StateName"	"County"	"CountyState"	"City"	"FacilityName"	"Ownership"	"Use"	"Owner"	"OwnerAddress"	"OwnerCSZ"	"OwnerPhone"	"Manager"	"ManagerAddress"	"ManagerCSZ"	"ManagerPhone"	"ARPLatitude"	"ARPLatitudeS"	"ARPLongitude"	"ARPLongitudeS"	"ARPMethod"	"ARPElevation"	"ARPElevationMethod"	"MagneticVariation"	"MagneticVariationYear"	"TrafficPatternAltitude"	"ChartName"	"DistanceFromCBD"	"DirectionFromCBD"	"LandAreaCoveredByAirport"	"BoundaryARTCCID"	"BoundaryARTCCComputerID"	"BoundaryARTCCName"	"ResponsibleARTCCID"	"ResponsibleARTCCComputerID"	"ResponsibleARTCCName"	"TieInFSS"	"TieInFSSID"	"TieInFSSName"	"AirportToFSSPhoneNumber"	"TieInFSSTollFreeNumber"	"AlternateFSSID"	"AlternateFSSName"	"AlternateFSSTollFreeNumber"	"NOTAMFacilityID"	"NOTAMService"	"ActiviationDate"	"AirportStatusCode"	"CertificationTypeDate"	"FederalAgreements"	"AirspaceDetermination"	"CustomsAirportOfEntry"	"CustomsLandingRights"	"MilitaryJointUse"	"MilitaryLandingRights"	"InspectionMethod"	"InspectionGroup"	"LastInspectionDate"	"LastOwnerInformationDate"	"FuelTypes"	"AirframeRepair"	"PowerPlantRepair"	"BottledOxygenType"	"BulkOxygenType"	"LightingSchedule"	"BeaconSchedule"	"ATCT"	"UNICOMFrequencies"	"CTAFFrequency"	"SegmentedCircle"	"BeaconColor"	"NonCommercialLandingFee"	"MedicalUse"	"SingleEngineGA"	"MultiEngineGA"	"JetEngineGA"	"HelicoptersGA"	"GlidersOperational"	"MilitaryOperational"	"Ultralights"	"OperationsCommercial"	"OperationsCommuter"	"OperationsAirTaxi"	"OperationsGALocal"	"OperationsGAItin"	"OperationsMilitary"	"OperationsDate"	"AirportPositionSource"	"AirportPositionSourceDate"	"AirportElevationSource"	"AirportElevationSourceDate"	"ContractFuelAvailable"	"TransientStorage"	"OtherServices"	"WindIndicator"
50905.2*A	AIRPORT	'WRG	08/22/2013	AAL	NONE	AK	ALASKA	WRANGELL-PETERSBURG	AK	WRANGELL	WRANGELL	PU	PU	ST OF AK DOT/SE REGION	6860 GLACIER HWY	JUNEAU, AK 99801-7999	    907-465-1786	WILLIAM BLOOM	BOX 1351	WRANGELL, AK 99929	    907-874-3107	56-29-03.6000N	203343.6000N	132-22-11.4000W	476531.4000W	E	49	S	20E	2015		JUNEAU	1	NE		ZAN	ZAN	ANCHORAGE				N	SIT	SITKA	907-966-2221	1-800-478-6300	JNU	JUNEAU	1-800-WX-BRIEF	WRG	Y		O	I B S 03/2005	NGY	NO OBJECTION	Y	N	N	Y	F	F	05022013		100LLA	MINOR	MINOR	NONE	NONE	SEE RMK	SS-SR	N		122.600	Y	CG			11			1				725		6200	1000	2500		12/31/2012	NGS	2005-05-25 00:00:00.0	NGS	2005-05-25 00:00:00.0		HGR	CARGO	Y-L
50920.*A	AIRPORT	'YAK	08/22/2013	AAL	NONE	AK	ALASKA	SKAGWAY-YAKUTAT	AK	YAKUTAT	YAKUTAT	PU	PU	ST OF AK DOT SE REG	6860 GLACIER HWY	JUNEAU, AK 99801-7999	    907-465-1779	ROBERT LEKANOF	BOX 186	YAKUTAT, AK 99689	    907-784-3293	59-30-11.9000N	214211.9000N	139-39-36.9000W	502776.9000W	E	33	S	20E	2015		JUNEAU	3	SE		ZAN	ZAN	ANCHORAGE					JNU	JUNEAU	907-789-7380	1-800-WX-BRIEF				YAK	Y	03/01/1949	O	I B S 03/2005	NGPY	NO OBJECTION	N	N	N	Y	F	F	08102012		100  A1+	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N		123.600	Y	CG	N		8							726		5000	3000	10000	300	08/10/2012	NGS	2003-02-28 00:00:00.0	NGS	2001-07-19 00:00:00.0		HGR	CARGO	Y-L
00128.*A	AIRPORT	'ANB	08/22/2013	ASO	JAN	AL	ALABAMA	CALHOUN	AL	ANNISTON	ANNISTON RGNL	PU	PU	CITY OF ANNISTON	P.O. BOX 2185	ANNISTON, AL 36202	    256-831-4410	TOBY BENNINGTON	BOX 2185	ANNISTON, AL 36202	    256-831-4410	33-35-17.4000N	120917.4000N	085-51-29.2000W	309089.2000W	E	612	S	01W	1990		ATLANTA	5	SW	  596	ZTL	ZCT	ATLANTA				N	ANB	ANNISTON		1-800-WX-BRIEF				ANB	Y	03/01/1941	O	IV A U 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	05152013		100LLA	MAJOR	MAJOR	HIGH/LOW		SEE RMK	SS-SR	N	123.000	123.600	Y	CG	N		17	10	2	0	1		2	51		4812	8651	15221	4909	04/30/2013	NGS	2006-08-06 00:00:00.0	NGS	2006-08-06 00:00:00.0		HGR,TIE	AVNCS	Y-L
00164.*A	AIRPORT	'BHM	08/22/2013	ASO	JAN	AL	ALABAMA	JEFFERSON	AL	BIRMINGHAM	BIRMINGHAM-SHUTTLESWORTH INTL	PU	PU	BIRMINGHAM AIRPORT AUTHORITY	5900 AIRPORT HWY	BIRMINGHAM, AL 35212	    205-595-0533	AL DENSON	BIRMINGHAM ARPT AUTH, 5900 AIRPORT HWY	BIRMINGHAM, AL 35212	    205-595-0533	33-33-50.0000N	120830.0000N	086-45-08.3000W	312308.3000W	E	650	S	03W	2010		ATLANTA	4	NE	 2000	ZTL	ZCT	ATLANTA				N	ANB	ANNISTON		1-800-WX-BRIEF				BHM	Y	04/01/1940	O	I C S 05/1973	NGPY	NO OBJECTION	N	Y	Y	Y	F	F	03202013		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		108	56	57	7		14		30424		25873	618	39927	5902	12/31/2012	3RD PARTY SURVEY	2011-09-15 00:00:00.0	3RD PARTY SURVEY	2011-09-15 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
00267.*A	AIRPORT	'DHN	08/22/2013	ASO	JAN	AL	ALABAMA	DALE	AL	DOTHAN	DOTHAN RGNL	PU	PU	DOTHAN-HOUSTON CO ARPT AUTH	800 ARPT DR SUITE 15	DOTHAN, AL 36303	    334-983-8100	ART MORRIS III	800 ARPT DR SUITE 15	DOTHAN, AL 36303	    334-983-8100	31-19-15.7000N	112755.7000N	085-26-58.1000W	307618.1000W	E	400	S	03W	2010		NEW ORLEANS	5	NW	 1150	ZJX	ZCJ	JACKSONVILLE				N	ANB	ANNISTON		1-800-WX-BRIEF				DHN	Y	07/01/1942	O	I B S 05/1973	NGY3	NOT ANALYZED	N	N	Y	Y	F	F	05142013		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y	122.950	118.400	Y	CG	N		47	36	7	1			0	2354		1364	14479	17906	36818	12/31/2012	3RD PARTY SURVEY	2012-06-30 00:00:00.0	3RD PARTY SURVEY	2012-06-30 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,TOW	Y-L
00385.1*A	AIRPORT	'HSV	08/22/2013	ASO	JAN	AL	ALABAMA	MADISON	AL	HUNTSVILLE	HUNTSVILLE INTL-CARL T JONES FIELD	PU	PU	HUNTSVILLE MADISON COUNTY	1000 GLENN HEARN BLVD, BOX 20008, BOX 20008	HUNTSVILLE, AL 35824	    256-772-9395	RICHARD TUCKER	1000 GLENN HEARN BLVD, BOX 20008, BOX 20008	HUNTSVILLE, AL 35824	    256-772-9395	34-38-13.9000N	124693.9000N	086-46-30.2000W	312390.2000W	E	629	S	01W	1990		ATLANTA	9	SW	 6000	ZME	ZCM	MEMPHIS				N	ANB	ANNISTON		1-800-WX-BRIEF				HSV	Y	05/01/1964	O	I C S 05/1973	NGY	NO OBJECTION	N	Y	N	Y	F	F	01202012		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	127.600	Y	CG	N		58	15	2	0			0	12664		20732	5199	14370	27761	10/31/2010	NGS	2003-01-17 00:00:00.0	NGS	2003-01-17 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
00437.*A	AIRPORT	'BFM	08/22/2013	ASO	JAN	AL	ALABAMA	MOBILE	AL	MOBILE	MOBILE DOWNTOWN	PU	PU	MOBILE AIRPORT AUTHORITY	1891-9TH ST/BROOKLEY COMPLEX	MOBILE, AL 36615	    251-438-7334	THOMAS G. HUGHES	P O BOX 88004	MOBILE, AL 36608	    251-639-4680	30-37-36.4000N	110256.4000N	088-04-05.1000W	317045.1000W	E	26	S	01W	2005		NEW ORLEANS	3	S	 1616	ZHU	ZCH	HOUSTON				N	ANB	ANNISTON		1-800-WX-BRIEF				BFM	Y	04/01/1940	O	IV A U 01/1980	NGPY	NOT ANALYZED	N	Y	Y	Y	F	F	11142012		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	118.800	Y	CG	N		23	5	3	1				1932		4033	8278	14077	44022	10/31/2012	NGS	2007-08-03 00:00:00.0	NGS	2007-08-03 00:00:00.0		HGR,TIE	CARGO,CHTR,INSTR,RNTL,SALES	Y-L
00438.*A	AIRPORT	'MOB	08/22/2013	ASO	JAN	AL	ALABAMA	MOBILE	AL	MOBILE	MOBILE RGNL	PU	PU	MOBILE AIRPORT AUTHORITY	P O BOX 88004	MOBILE, AL 36608-0004	    251-633-4510	THOMAS G. HUGHES	P O BOX 88004	MOBILE, AL 36608-0004	    251-639-4680	30-41-29.1000N	110489.1000N	088-14-34.2000W	317674.2000W	E	219	S	01W	2010		NEW ORLEANS	11	W	 1717	ZHU	ZCH	HOUSTON				N	ANB	ANNISTON		1-800-WX-BRIEF				MOB	Y	04/01/1942	O	I C S 05/1973	NGRY3	NOT ANALYZED	N	Y	Y	Y	F	F	11162012		100LLA	MAJOR	MAJOR	LOW	LOW	SEE RMK	SS-SR	Y	122.950	118.300	Y	CG	Y		32	1	9	0		36		1978		12949	7794	8383	56463	09/30/2012	NGS	2007-07-09 00:00:00.0	NGS	2007-07-09 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
00447.*A	AIRPORT	'MGM	08/22/2013	ASO	JAN	AL	ALABAMA	MONTGOMERY	AL	MONTGOMERY	MONTGOMERY RGNL (DANNELLY FIELD)	PU	PU	MONTGOMERY AIRPORT AUTHORITY	4445 SELMA HWY	MONTGOMERY, AL 36108	    334-281-5040	PHIL B. PERRY	4445 SELMA HWY	MONTGOMERY, AL 36108	    334-281-5040	32-18-02.3000N	116282.3000N	086-23-38.3000W	311018.3000W	E	221	S	01W	1990		ATLANTA	6	SW	 1907	ZTL	ZCT	ATLANTA				N	ANB	ANNISTON		1-800-WX-BRIEF				MGM	Y	06/01/1987	O	I B S 05/1973	NGY3	NO OBJECTION	N	Y	Y	Y	F	F	05312013		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	119.700	Y	CG	N		52	16	9	2		57		229		11155	4675	13511	31545	05/31/2013	3RD PARTY SURVEY	2011-06-23 00:00:00.0	3RD PARTY SURVEY	2011-06-23 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
00455.*A	AIRPORT	'MSL	08/22/2013	ASO	JAN	AL	ALABAMA	COLBERT	AL	MUSCLE SHOALS	NORTHWEST ALABAMA RGNL	PU	PU	COLBERT & LAUDERDALE COUNTIES	1729 T. ED CAMPBELL DR SUITE A	MUSCLE SHOALS, AL 35661-2016	    256-381-2869	MR. BARRY GRIFFITH	1729 T. ED CAMPBELL DR SUITE A	MUSCLE SHOALS, AL 35661-2016	    256-383-2270	34-44-43.1000N	125083.1000N	087-36-36.8000W	315396.8000W	E	550	S	00E	1985		ATLANTA	1	E	  640	ZME	ZCM	MEMPHIS					ANB	ANNISTON		1-800-WX-BRIEF				MSL	Y	04/01/1940	O	I A S 05/1973	NGSY3	NO OBJECTION	N	N	N	Y	F	F	03122013		100LLA	MINOR	MINOR	NONE	NONE	SEE RMK	SS-SR	N	123.050	123.050	Y	CG	N		38	14	4	6				730		260	24000	18000	1500	11/30/2012	3RD PARTY SURVEY	2011-08-23 00:00:00.0	3RD PARTY SURVEY	2011-08-23 00:00:00.0		HGR,TIE	AFRT,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
00554.*A	AIRPORT	'TCL	08/22/2013	ASO	JAN	AL	ALABAMA	TUSCALOOSA	AL	TUSCALOOSA	TUSCALOOSA RGNL	PU	PU	CITY OF TUSCALOOSA	P O BOX 2089	TUSCALOOSA, AL 35403	    205-349-2010	WAYNE CAMERON	7601 ROBERT CARDINAL ARPT ROAD, SUITE 208	TUSCALOOSA, AL 35401	    205-349-0114	33-13-14.2591N	119594.2591N	087-36-41.0454W	315401.0454W	E	170	S	00E	1990		ATLANTA	3	NW	  724	ZTL	ZCT	ATLANTA				N	ANB	ANNISTON		1-800-WX-BRIEF				TCL	Y	04/01/1940	O	IV A U 05/1973	NGY	NO OBJECTION	N	Y	N	Y	F	F	04102013		100LLA	MAJOR	MAJOR	NONE	LOW	SEE RMK	SS-SR	Y	122.950	126.300	Y	CG	N		56	19	9	4				288		2468	19992	18476	12966	12/31/2012	NGS	1995-03-30 00:00:00.0	NGS	1995-03-30 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
00975.*A	AIRPORT	'FYV	08/22/2013	ASW	AOK	AR	ARKANSAS	WASHINGTON	AR	FAYETTEVILLE	DRAKE FIELD	PU	PU	CITY OF FAYETTEVILLE	113 MOUNTAIN ST	FAYETTEVILLE, AR 72701	    479-575-8330	RAY BOUDREAUX	4500 S SCHOOL SUITE F	FAYETTEVILLE, AR 72701	    479-718-7642	36-00-18.3000N	129618.3000N	094-10-12.2000W	339012.2000W	E	1252	S	02E	2015	849	KANSAS CITY	3	S	  631	ZME	ZCM	MEMPHIS				N	JBR	JONESBORO		1-800-WX-BRIEF				FYV	Y	04/01/1940	O	IV A U 11/2005	NGY	NO OBJECTION	N	N	N	Y	F	F	05122011		100LLA    MOGAS	MINOR	MINOR		NONE	SEE RMK	SS-SR	Y	122.950	128.000	N	CG	N		76	12	6	4				18		592	11509	15944	796	04/30/2011	3RD PARTY SURVEY	2007-09-21 00:00:00.0	3RD PARTY SURVEY	2007-09-21 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR	Y-L
00975.01*A	AIRPORT	'XNA	08/22/2013	ASW	AOK	AR	ARKANSAS	BENTON	AR	FAYETTEVILLE/SPRINGDALE/	NORTHWEST ARKANSAS RGNL	PU	PU	NW ARKANSAS RGNL ARPT AUTH.	1 AIRPORT BLVD, SUITE 100	BENTONVILLE, AR 72712	    479-205-1000	KELLY L JOHNSON	1 AIRPORT BLVD, SUITE 100	BENTONVILLE, AR 72712	    479-205-1000	36-16-53.6858N	130613.6858N	094-18-27.9592W	339507.9592W	E	1288	S	04E	2000		KANSAS CITY	15	NW	 2184	ZME	ZCM	MEMPHIS				N	JBR	JONESBORO		1-800-WX-BRIEF				XNA	Y	04/01/1997	O	I B S 10/1998	NGY	CONDITIONAL					S	F	11102010	03051997	100LLA				LOW	SEE RMK	SS-SR	Y		127.100	Y	CG			1	3	4					6060		25576	859	4281	4478	10/31/2010	FAA-EST	2012-09-11 00:00:00.0	3RD PARTY SURVEY	2009-01-30 00:00:00.0		HGR,TIE	AFRT,CHTR	Y-L
00987.*A	AIRPORT	'FSM	08/22/2013	ASW	AOK	AR	ARKANSAS	SEBASTIAN	AR	FORT SMITH	FORT SMITH RGNL	PU	PU	FORT SMITH ARPT COMMISSION	6700 MCKENNON BLVD SUITE 200	FORT SMITH, AR 72903	    479-452-7000	JOHN PARKER	6700 MC KENNON BLVD SUITE 200	FORT SMITH, AR 72903	    479-452-7000	35-20-11.7000N	127211.7000N	094-22-02.8000W	339722.8000W	E	469	S	05E	1990		MEMPHIS	3	SE	 1359	ZME	ZCM	MEMPHIS				N	JBR	JONESBORO		1-800-WX-BRIEF				FSM	Y	07/01/1941	O	I B S 05/1973	NGY	NO OBJECTION	N	N	Y	Y	F	F	08152012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y	122.950	118.300	Y	CG	N		54	16	10	1		21		939		5694	7300	14053	13694	07/31/2012	3RD PARTY SURVEY	2006-09-18 00:00:00.0	3RD PARTY SURVEY	2006-09-18 00:00:00.0		HGR,TIE	AFRT,AVNCS,CHTR,INSTR	Y-L
01023.*A	AIRPORT	'HOT	08/22/2013	ASW	AOK	AR	ARKANSAS	GARLAND	AR	HOT SPRINGS	MEMORIAL FIELD	PU	PU	CITY OF HOT SPRINGS	PO BOX 700	HOT SPRINGS, AR 71902	    501-321-6810	GEORGE DOWNIE	525 AIRPORT ROAD	HOT SPRINGS, AR 71913	    501-321-6750	34-28-40.9000N	124120.9000N	093-05-46.4000W	335146.4000W	E	540	S	04E	1985		MEMPHIS	3	SW	  844	ZME	ZCM	MEMPHIS				N	JBR	JONESBORO		1-800-WX-BRIEF				HOT	Y	04/01/1940	O	II A S 05/1973	NGY3	NO OBJECTION	N	N	N	Y	F	F	07312011		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123.000	123.000	Y	CG	N		64	24	13				1			1398	5600	27150	375	07/31/2011	3RD PARTY SURVEY	2012-07-11 00:00:00.0	3RD PARTY SURVEY	2012-07-11 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
01056.*A	AIRPORT	'LIT	08/22/2013	ASW	AOK	AR	ARKANSAS	PULASKI	AR	LITTLE ROCK	BILL AND HILLARY CLINTON NATIONAL/ADAMS FI	PU	PU	CITY OF LITTLE ROCK	ARPT CMSN, NO 1 ARPT DRIVE	LITTLE ROCK, AR 72202	    501-372-3439	RON MATHIEU	ARPT CMSN, NO 1 ARPT DRIVE	LITTLE ROCK, AR 72202	    501-372-3439	34-43-46.0000N	125026.0000N	092-13-29.2000W	332009.2000W	E	266	S	02E	2000		MEMPHIS	2	E	 2000	ZME	ZCM	MEMPHIS				N	JBR	JONESBORO		1-800-WX-BRIEF				LIT	Y	04/01/1940	O	I C S 05/1973	NGPSY3	NO OBJECTION	N	Y	N	Y	F	F	05232013		100LLA	MAJOR	MAJOR	HIGH	HIGH	SS-SR	SS-SR	Y	122.950		N	CG	Y		70	36	49	5				20942		25030	4561	41466	17662	01/31/2013	NGS	2009-12-10 00:00:00.0	NGS	2009-12-10 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
01188.*A	AIRPORT	'TXK	08/22/2013	ASW	AOK	AR	ARKANSAS	MILLER	AR	TEXARKANA	TEXARKANA RGNL-WEBB FIELD	PU	PU	TEXARKANA AIRPORT AUTHORITY	201 AIRPORT DR	TEXARKANA, AR 71854	    870-774-2171	STEPHEN P. LUEBBERT	201 AIRPORT DR	TEXARKANA, AR 71854	    870-774-2171	33-27-13.4000N	120433.4000N	093-59-27.7000W	338367.7000W	E	390	S	05E	1985	1200	MEMPHIS	3	NE	  964	ZFW	ZCF	FORT WORTH				N	JBR	JONESBORO		1-800-WX-BRIEF				TXK	Y	04/01/1940	O	I A S 05/1973	NGPXY3	NO OBJECTION	N	N	N	Y	F	F	05162013		100LLA	MAJOR	MAJOR	HIGH		SEE RMK	SS-SR	Y		123.875	Y	CG	N		31	7	11	5				52		4837	7626	11444	3958	12/31/2012	NGS	2002-02-08 00:00:00.0	NGS	2002-02-08 00:00:00.0		HGR,TIE	AFRT,CHTR,INSTR,RNTL,SALES	Y-L
51513.7*A	AIRPORT	'FAQ	08/22/2013	AWP	HNL	AS	AMERICAN SAMOA	AMERICAN SAMOA	AS	FITIUTA VILLAGE	FITIUTA	PU	PU	AM SAMOA GOVERNMENT	P.O. BOX 1539	PAGO PAGO, AS 96799	    684-633-4251	TAVITA FUNIMAONO	P.O. BOX 1539	PAGO PAGO, AS 96799	    684-699-9101	14-12-57.9949S	051177.9949S	169-25-24.7775W	609924.7775W	E	110	E	12E	1990		GNC 20	0	N		ZHN	ZHN	HONOLULU CONTROL FACILITY				N	HNL	HONOLULU		1-800-WX-BRIEF				HNL	Y	10/01/1990	O	III A S 06/2005	NGY	NO OBJECTION					F	F	02132012							SEE RMK	SS-SR	N		122.900	Y	CG			0	0	0	0						685	65			01/31/2012	FAA-EST	2004-10-07 00:00:00.0	NGS	1995-01-30 00:00:00.0				Y
51524.1*A	AIRPORT	'Z08	08/22/2013	AWP	HNL	AS	AMERICAN SAMOA	AMERICAN SAMOA	AS	OFU VILLAGE	OFU	PU	PU	GOVT OF AMERICAN SAMOA	PO BOX 1539	PAGO PAGO, AS 96799	    684-633-4251	TAVITA FUIMAONO	GOVT OF AMERICAN SAMOA, PO BOX 1539	PAGO PAGO, AS 96799	    684-699-9101	14-11-03.6620S	051063.6620S	169-40-12.0850W	610812.0850W	E	9	S	12E	1985		GNC 20	1	SE	   18	ZHN	ZHN	HONOLULU CONTROL FACILITY				N	HNL	HONOLULU		1-800-WX-BRIEF				HNL	Y	01/01/1975	O	III A S 06/2005	N	NO OBJECTION	N	N			S	F	06082007			NONE	NONE					N		122.900	Y		Y		0	0	0	0						1944				06/08/2007								Y
51525.*A	AIRPORT	'PPG	08/22/2013	AWP	HNL	AS	AMERICAN SAMOA	AMERICAN SAMOA	AS	PAGO PAGO	PAGO PAGO INTL	PU	PU	GOVT OF AMERICAN SAMOA	DEPT OF PORT ADMIN, BOX 1539	PAGO PAGO, AS 96799	    684-633-4251	MATAGI R.M. MCMOORE	DEPT OF PORT ADMIN, BOX 1539	PAGO PAGO, AS 96799	    684-733-4510	14-19-53.9760S	051593.9760S	170-42-41.4110W	614561.4110W	E	32	S	12E	1990		GNC 20	3	SW	  700	ZHN	ZHN	HONOLULU CONTROL FACILITY				N	HNL	HONOLULU		1-800-WX-BRIEF				PPG	Y	01/01/1956	O	I C S 05/1973	NGY	NO OBJECTION	N	Y	N	Y	F	F	06122007		100  A1+	NONE	MINOR	NONE	NONE	SEE RMK	SS-SR	N		122.900	Y	CG	Y			3		1				546		13040		130	327	06/12/2007	NACO	2002-05-08 00:00:00.0	AVN	2004-03-26 00:00:00.0		TIE	CARGO,CHTR	Y-L
00640.5*A	AIRPORT	'IFP	08/22/2013	AWP	LAX	AZ	ARIZONA	MOHAVE	AZ	BULLHEAD CITY	LAUGHLIN/BULLHEAD INTL	PU	PU	MOHAVE COUNTY	BOX 390	KINGMAN, AZ 86402		DAVID C. GAINES	2550 LAUGHLIN VIEW DR	BULLHEAD CITY, AZ 86429	    928-754-2134	35-09-21.5000N	126561.5000N	114-33-34.0000W	412414.0000W	E	701	S	12E	2005		PHOENIX	1	N	  650	ZLA	ZCL	LOS ANGELES				N	PRC	PRESCOTT		1-800-WX-BRIEF				IFP	Y		O	I B S 05/1973	NGY	NOT ANALYZED	N	N	N	Y	F	F	03152012	09202011	100LLA			NONE	HIGH/LOW	SEE RMK	SS-SR	Y		123.900	Y	CG	N		23	3	1	12				1458		1746	7994	11238	625	12/31/2011	3RD PARTY SURVEY	2008-08-27 00:00:00.0	3RD PARTY SURVEY	2008-08-27 00:00:00.0		TIE	AFRT,AMB,CHTR	Y-L
00674.*A	AIRPORT	'FLG	08/22/2013	AWP	LAX	AZ	ARIZONA	COCONINO	AZ	FLAGSTAFF	FLAGSTAFF PULLIAM	PU	PU	CITY OF FLAGSTAFF	211 W ASPEN AVE	FLAGSTAFF, AZ 86005	    928-779-7685	BARNEY HELMICK	6200 S. PULLIAM DR, 204	FLAGSTAFF, AZ 86001	    928-556-1234	35-08-25.1000N	126505.1000N	111-40-09.3000W	402009.3000W	E	7014	S	14E	1975		PHOENIX	4	S	  795	ZAB	ZCA	ALBUQUERQUE				N	PRC	PRESCOTT		1-800-WX-BRIEF				FLG	Y	11/01/1948	O	I A S 05/1973	NGSY	NO OBJECTION	N	N	N	Y	F	F	04172013		100LLA	MAJOR	MAJOR	NONE	LOW	SEE RMK	SS-SR	Y	122.950	134.550	N	CG	N		113	15		5		1		21		14088	28244	7248	1253	12/31/2012	NGS	2008-11-05 00:00:00.0	NGS	2008-11-05 00:00:00.0		HGR,TIE	AFRT,AMB,CHTR,INSTR,RNTL,SALES	Y-L
00682.*A	AIRPORT	'FHU	08/22/2013	AWP	LAX	AZ	ARIZONA	COCHISE	AZ	FORT HUACHUCA SIERRA VISTA	SIERRA VISTA MUNI-LIBBY AAF	MR	PU	US ARMY INTELLIGENCE CTR	FORT HUACHUCA	FORT HUACHUCA, AZ 85613	    520-538-2860	SCOTT DOOLEY	401 GIULIO CESARE AVE	SIERRA VISTA, AZ 85635	    520-458-5775	31-35-18.5000N	113718.5000N	110-20-39.8000W	397239.8000W	E	4719	S	10E	2015		PHOENIX	3	N		ZAB	ZCA	ALBUQUERQUE				N	PRC	PRESCOTT		1-800-WX-BRIEF				FHU	Y	11/01/1972	O	IV A U 11/2005	NGSY	CONDITIONAL	N	N	Y	N	F	F	03192013		100  A	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	Y	122.950	124.950	N	CG	N		50	3	0	2			0				14905	17601	100904	12/31/2012	NGS	2000-06-14 00:00:00.0	NGS	2000-06-14 00:00:00.0		TIE		Y-L
00700.1*A	AIRPORT	'GCN	08/22/2013	AWP	LAX	AZ	ARIZONA	COCONINO	AZ	GRAND CANYON	GRAND CANYON NATIONAL PARK	PU	PU	STATE OF ARIZONA	255 EAST OSBORN RD SUITE 101	PHOENIX, AZ 85012	    602-294-9144	MICHAEL J. HALPIN	PO BOX 3399	GRAND CANYON, AZ 86023	    928-638-2446	35-57-08.5000N	129428.5000N	112-08-49.1000W	403729.1000W	E	6609	S	14E	1980		LAS VEGAS	6	S	  859	ZLA	ZCL	LOS ANGELES				N	PRC	PRESCOTT		1-800-WX-BRIEF				GCN	Y	05/01/1962	O	I B S 05/1973	NGSY	NO OBJECTION	N	N	N	Y	F	F	06212011		100LLA	MINOR	MAJOR	LOW	LOW	SEE RMK	SS-SR	Y	122.950	119.000	Y	CG	N		4	4		30				445		94660	1010	3356	570	06/30/2011	3RD PARTY SURVEY	2010-05-04 00:00:00.0	3RD PARTY SURVEY	2010-05-04 00:00:00.0		TIE	AFRT,AVNCS,CHTR	Y-L
00716.*A	AIRPORT	'IGM	08/22/2013	AWP	LAX	AZ	ARIZONA	MOHAVE	AZ	KINGMAN	KINGMAN	PU	PU	CITY OF KINGMAN	7000 FLIGHTLINE DR	KINGMAN, AZ 86401	    928-757-2134	DAVID FRENCH	7000 FLIGHTLINE DR.	KINGMAN, AZ 86401	    928-757-2134	35-15-34.1000N	126934.1000N	113-56-17.0000W	410177.0000W	E	3449	S	12E	2010	800	PHOENIX	8	NE	 4200	ZLA	ZCL	LOS ANGELES				N	PRC	PRESCOTT		1-800-WX-BRIEF				IGM	Y	09/01/1943	O	III A U 05/1973	NGPY	NO OBJECTION	N	N	N	Y	F	F	09142012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		92	40	41	5	1		2	1358		1100	14000	12000	20	08/30/2012	FAA	2012-10-02 00:00:00.0	NGS	2006-02-02 00:00:00.0		TIE	AFRT,AMB,INSTR,RNTL	Y-L
